Stream,Station,Reach,Datum,UTM Band,Lower UTM E,Lower UTM N,Focal Species 1,Focal Species 2,Focal Species 3,Survey Interval,name
Romero Canyon,RMC15,,NAD83,12S,511108,3587200,GIIN,,,3,RMC15
Romero Canyon,RMC16,,NAD83,12S,511059,3587260,GIIN,,,3,RMC16
Romero Canyon,RMC17,,NAD83,12S,511133,3587324,GIIN,,,3,RMC17
Romero Canyon,RMC18,,NAD83,12S,511152,3587421,GIIN,,,3,RMC18
Romero Canyon,RMC19,,NAD83,12S,511150,3587520,GIIN,,,3,RMC19
Romero Canyon,RMC20,,NAD83,12S,511140,3587611,GIIN,,,3,RMC20
Romero Canyon,RMC21,,NAD83,12S,511147,3587709,GIIN,,,3,RMC21
Romero Canyon,RMC22,,NAD83,12S,511105,3587798,GIIN,,,3,RMC22
Romero Canyon,RMC23,,NAD83,12S,511026,3587812,GIIN,,,3,RMC23
Romero Canyon,RMC24,,NAD83,12S,510998,3587910,GIIN,,,3,RMC24
Bear Canyon,BRC01,,NAD83,12S,523713,3579108,GIIN,,,3,BRC01
Bear Canyon,BRC02,,NAD83,12S,523672,3579018,GIIN,,,3,BRC02
Bear Canyon,BRC03,,NAD83,12S,523638,3578958,GIIN,,,3,BRC03
Bear Canyon,BRC04,,NAD83,12S,523541,3578963,GIIN,,,3,BRC04
Bear Canyon,BRC05,,NAD83,12S,523447,3578968,GIIN,,,3,BRC05
Bear Canyon,BRC06,,NAD83,12S,523350,3578974,GIIN,,,3,BRC06
Bear Canyon,BRC07,,NAD83,12S,523256,3578940,GIIN,,,3,BRC07
Bear Canyon,BRC08,,NAD83,12S,523172,3578887,GIIN,,,3,BRC08
Bear Canyon,BRC09,,NAD83,12S,523112,3578808,GIIN,,,3,BRC09
Bear Canyon,BRC10,,NAD83,12S,523055,3578739,GIIN,,,3,BRC10
Bear Canyon,BRC11,,NAD83,12S,522968,3578727,GIIN,,,3,BRC11
Bear Canyon,BRC12,,NAD83,12S,522904,3578653,GIIN,,,3,BRC12
Bear Canyon,BRC13,,NAD83,12S,522832,3578587,GIIN,,,3,BRC13
Bear Canyon,BRC14,,NAD83,12S,522747,3578540,GIIN,,,3,BRC14
Bear Canyon,BRC15,,NAD83,12S,522647,3578540,GIIN,,,3,BRC15
Bear Canyon,BRC16,,NAD83,12S,522569,3578555,GIIN,,,3,BRC16
Bear Canyon,BRC17,,NAD83,12S,522527,3578465,GIIN,,,3,BRC17
Bear Canyon,BRC18,,NAD83,12S,522476,3578381,GIIN,,,3,BRC18
Bear Canyon,BRC19,,NAD83,12S,522424,3578295,GIIN,,,3,BRC19
Bear Canyon,BRC20,,NAD83,12S,522359,3578223,GIIN,,,3,BRC20
Bear Canyon,BRC21,,NAD83,12S,522283,3578233,GIIN,,,3,BRC21
Bear Canyon,BRC22,,NAD83,12S,522211,3578296,GIIN,,,3,BRC22
Bear Canyon,BRC23,,NAD83,12S,522141,3578243,GIIN,,,3,BRC23
Bear Canyon,BRC24,,NAD83,12S,522081,3578168,GIIN,,,3,BRC24
Bear Canyon,BRC25,,NAD83,12S,521999,3578118,GIIN,,,3,BRC25
Bear Canyon,BRC26,,NAD83,12S,521978,3578022,GIIN,,,3,BRC26
Bear Canyon,BRC27,,NAD83,12S,521972,3577925,GIIN,,,3,BRC27
Bear Canyon,BRC28,,NAD83,12S,521936,3577832,GIIN,,,3,BRC28
Bear Canyon,BRC29,,NAD83,12S,521874,3577758,GIIN,,,3,BRC29
Bear Canyon,BRC30,,NAD83,12S,521845,3577663,GIIN,,,3,BRC30
Bear Canyon,BRC31,,NAD83,12S,521838,3577564,GIIN,,,3,BRC31
Bear Canyon,BRC32,,NAD83,12S,521825,3577466,GIIN,,,3,BRC32
Bear Canyon,BRC33,,NAD83,12S,521803,3577375,GIIN,,,3,BRC33
Bear Canyon,BRC34,,NAD83,12S,521725,3577324,GIIN,,,3,BRC34
Bear Canyon,BRC35,,NAD83,12S,521685,3577235,GIIN,,,3,BRC35
Bear Canyon,BRC36,,NAD83,12S,521633,3577152,GIIN,,,3,BRC36
Bear Canyon,BRC37-F,,NAD83,12S,521542,3577130,GIIN,,,3,BRC37-F
Bear Canyon,BRC38,,NAD83,12S,521477,3577063,GIIN,,,3,BRC38
Bear Canyon,BRC39,,NAD83,12S,521418,3576987,GIIN,,,3,BRC39
Bear Canyon,BRC40,,NAD83,12S,521450,3576894,GIIN,,,3,BRC40
Bear Canyon,BRC41,,NAD83,12S,521514,3576818,GIIN,,,3,BRC41
Bear Canyon,BRC42,,NAD83,12S,521568,3576738,GIIN,,,3,BRC42
Dix Creek,DXC01,1,NAD83,12S,673517,3671954,GIIN,,,3,DXC01
Dix Creek,DXC02,1,NAD83,12S,673420,3671956,GIIN,,,3,DXC02
Dix Creek,DXC03,1,NAD83,12S,673364,3672035,GIIN,,,3,DXC03
Dix Creek,DXC04,1,NAD83,12S,673299,3672109,GIIN,,,3,DXC04
Dix Creek,DXC05,1,NAD83,12S,673231,3672180,GIIN,,,3,DXC05
Dix Creek,DXC06,1,NAD83,12S,673159,3672247,GIIN,,,3,DXC06
Dix Creek,DXC07,1,NAD83,12S,673069,3672286,GIIN,,,3,DXC07
Dix Creek,DXC08,1,NAD83,12S,672994,3672350,GIIN,,,3,DXC08
Dix Creek,DXC09,1,NAD83,12S,672927,3672415,GIIN,,,3,DXC09
Dix Creek,DXC10,1,NAD83,12S,672861,3672480,GIIN,,,3,DXC10
Dix Creek,DXC11,1,NAD83,12S,672802,3672559,GIIN,,,3,DXC11
Dix Creek,DXC12,1,NAD83,12S,672737,3672635,GIIN,,,3,DXC12
Dix Creek,DXC13,1,NAD83,12S,672690,3672719,GIIN,,,3,DXC13
Dix Creek,DXC14,1,NAD83,12S,672632,3672769,GIIN,,,3,DXC14
Dix Creek,DXC15,1,NAD83,12S,672562,3672718,GIIN,,,3,DXC15
Dix Creek,DXC16,1,NAD83,12S,672490,3672783,GIIN,,,3,DXC16
Dix Creek,DXC17,1,NAD83,12S,672401,3672777,GIIN,,,3,DXC17
Dix Creek,DXC18,1,NAD83,12S,672340,3672801,GIIN,,,3,DXC18
Dix Creek,DXC19,1,NAD83,12S,672331,3672899,GIIN,,,3,DXC19
Dix Creek,DXC20,1,NAD83,12S,672245,3672922,GIIN,,,3,DXC20
Dix Creek,DXC21,1,NAD83,12S,672170,3672982,GIIN,,,3,DXC21
Dix Creek,DXC22,1,NAD83,12S,672114,3673052,GIIN,,,3,DXC22
Dix Creek,DXC23,1,NAD83,12S,672038,3673105,GIIN,,,3,DXC23
Dix Creek,DXC24,1,NAD83,12S,671947,3673143,GIIN,,,3,DXC24
Dix Creek,DXC25,1,NAD83,12S,671947,3673237,GIIN,,,3,DXC25
Dix Creek,DXC26,1,NAD83,12S,671907,3673321,GIIN,,,3,DXC26
Dix Creek,DXC27,1,NAD83,12S,671831,3673385,GIIN,,,3,DXC27
Dix Creek,DXC28,1,NAD83,12S,671776,3673467,GIIN,,,3,DXC28
Dix Creek,DXC29,2,NAD83,12S,671379,3672976,GIIN,,,3,DXC29
Dix Creek,DXC30,2,NAD83,12S,671440,3673044,GIIN,,,3,DXC30
Dix Creek,DXC31,2,NAD83,12S,671519,3673088,GIIN,,,3,DXC31
Dix Creek,DXC32,2,NAD83,12S,671531,3673182,GIIN,,,3,DXC32
Dix Creek,DXC33,2,NAD83,12S,671548,3673270,GIIN,,,3,DXC33
Dix Creek,DXC34,2,NAD83,12S,671626,3673322,GIIN,,,3,DXC34
Dix Creek,DXC35,2,NAD83,12S,671630,3673420,GIIN,,,3,DXC35
Dix Creek,DXC36,2,NAD83,12S,671681,3673492,GIIN,,,3,DXC36
Dix Creek,DXC37,2,NAD83,12S,671776,3673467,GIIN,,,3,DXC37
Dix Creek,DXC38-F,3,NAD83,12S,671814,3673549,GIIN,,,3,DXC38-F
Dix Creek,DXC39,3,NAD83,12S,671796,3673646,GIIN,,,3,DXC39
Dix Creek,DXC40,3,NAD83,12S,671788,3673738,GIIN,,,3,DXC40
Dix Creek,DXC41,3,NAD83,12S,671769,3673828,GIIN,,,3,DXC41
Dix Creek,DXC42,3,NAD83,12S,671746,3673923,GIIN,,,3,DXC42
Dix Creek,DXC43,3,NAD83,12S,671770,3674018,GIIN,,,3,DXC43
Dix Creek,DXC44,3,NAD83,12S,671736,3674109,GIIN,,,3,DXC44
Dix Creek,DXC45,3,NAD83,12S,671723,3674201,GIIN,,,3,DXC45
Dix Creek,DXC46,3,NAD83,12S,671746,3674296,GIIN,,,3,DXC46
Dix Creek,DXC47,3,NAD83,12S,671742,3674394,GIIN,,,3,DXC47
Dix Creek,DXC48,3,NAD83,12S,671711,3674483,GIIN,,,3,DXC48
Dix Creek,DXC49,3,NAD83,12S,671684,3674575,GIIN,,,3,DXC49
Dix Creek,DXC50,3,NAD83,12S,671660,3674668,GIIN,,,3,DXC50
Dix Creek,DXC51,3,NAD83,12S,671659,3674767,GIIN,,,3,DXC51
Dix Creek,DXC52,3,NAD83,12S,671689,3674857,GIIN,,,3,DXC52
Dix Creek,DXC53,3,NAD83,12S,671668,3674949,GIIN,,,3,DXC53
Sabino Canyon,SBC01,,NAD83,12S,520445,3578625,GIIN,POOC,,3,SBC01
Sabino Canyon,SBC02,,NAD83,12S,520454,3578525,GIIN,POOC,,3,SBC02
Sabino Canyon,SBC03,,NAD83,12S,520464,3578426,GIIN,POOC,,3,SBC03
Sabino Canyon,SBC04,,NAD83,12S,520469,3578328,GIIN,POOC,,3,SBC04
Sabino Canyon,SBC05,,NAD83,12S,520406,3578254,GIIN,POOC,,3,SBC05
Sabino Canyon,SBC06,,NAD83,12S,520308,3578241,GIIN,POOC,,3,SBC06
Sabino Canyon,SBC07,,NAD83,12S,520226,3578184,GIIN,POOC,,3,SBC07
Sabino Canyon,SBC08,,NAD83,12S,520172,3578105,GIIN,POOC,,3,SBC08
Sabino Canyon,SBC09,,NAD83,12S,520161,3578006,GIIN,POOC,,3,SBC09
Sabino Canyon,SBC10,,NAD83,12S,520128,3577912,GIIN,POOC,,3,SBC10
Sabino Canyon,SBC11,,NAD83,12S,520066,3577840,GIIN,POOC,,3,SBC11
Sabino Canyon,SBC12,,NAD83,12S,520004,3577762,GIIN,POOC,,3,SBC12
Sabino Canyon,SBC13,,NAD83,12S,519969,3577670,GIIN,POOC,,3,SBC13
Sabino Canyon,SBC14,,NAD83,12S,519919,3577584,GIIN,POOC,,3,SBC14
Sabino Canyon,SBC15,,NAD83,12S,519848,3577515,GIIN,POOC,,3,SBC15
Sabino Canyon,SBC16,,NAD83,12S,519771,3577452,GIIN,POOC,,3,SBC16
Sabino Canyon,SBC17,,NAD83,12S,519727,3577363,GIIN,POOC,,3,SBC17
Sabino Canyon,SBC18,,NAD83,12S,519696,3577270,GIIN,POOC,,3,SBC18
Sabino Canyon,SBC19,,NAD83,12S,519646,3577186,GIIN,POOC,,3,SBC19
Sabino Canyon,SBC20,,NAD83,12S,519557,3577150,GIIN,POOC,,3,SBC20
Sabino Canyon,SBC21,,NAD83,12S,519459,3577133,GIIN,POOC,,3,SBC21
Sabino Canyon,SBC22,,NAD83,12S,519387,3577068,GIIN,POOC,,3,SBC22
Sabino Canyon,SBC23,,NAD83,12S,519323,3576992,GIIN,POOC,,3,SBC23
Sabino Canyon,SBC24,,NAD83,12S,519227,3576967,GIIN,POOC,,3,SBC24
Sabino Canyon,SBC25,,NAD83,12S,519141,3577006,GIIN,POOC,,3,SBC25
Sabino Canyon,SBC26,,NAD83,12S,519047,3576974,GIIN,POOC,,3,SBC26
Sabino Canyon,SBC27,,NAD83,12S,518958,3576932,GIIN,POOC,,3,SBC27
Sabino Canyon,SBC28,,NAD83,12S,518884,3576865,GIIN,POOC,,3,SBC28
Sabino Canyon,SBC29,,NAD83,12S,518801,3576816,GIIN,POOC,,3,SBC29
Sabino Canyon,SBC30,,NAD83,12S,518704,3576826,GIIN,POOC,,3,SBC30
Sabino Canyon,SBC31,,NAD83,12S,518618,3576776,GIIN,POOC,,3,SBC31
Sabino Canyon,SBC32,,NAD83,12S,518559,3576696,GIIN,POOC,,3,SBC32
Sabino Canyon,SBC33,,NAD83,12S,518498,3576620,GIIN,POOC,,3,SBC33
Sabino Canyon,SBC34,,NAD83,12S,518409,3576574,GIIN,POOC,,3,SBC34
Sabino Canyon,SBC35,,NAD83,12S,518323,3576531,GIIN,POOC,,3,SBC35
Sabino Canyon,SBC36,,NAD83,12S,518273,3576444,GIIN,POOC,,3,SBC36
Sabino Canyon,SBC37,,NAD83,12S,518255,3576352,GIIN,POOC,,3,SBC37
Sabino Canyon,SBC38,,NAD83,12S,518165,3576311,GIIN,POOC,,3,SBC38
Sabino Canyon,SBC39,,NAD83,12S,518066,3576293,GIIN,POOC,,3,SBC39
Sabino Canyon,SBC40,,NAD83,12S,517971,3576266,GIIN,POOC,,3,SBC40
Sabino Canyon,SBC41,,NAD83,12S,517907,3576191,GIIN,POOC,,3,SBC41
Sabino Canyon,SBC42,,NAD83,12S,517908,3576097,GIIN,POOC,,3,SBC42
Sabino Canyon,SBC43,,NAD83,12S,517944,3576004,GIIN,POOC,,3,SBC43
Sabino Canyon,SBC44,,NAD83,12S,517961,3575906,GIIN,POOC,,3,SBC44
Sabino Canyon,SBC45,,NAD83,12S,517956,3575810,GIIN,POOC,,3,SBC45
Sabino Canyon,SBC46,,NAD83,12S,517862,3575776,GIIN,POOC,,3,SBC46
Sabino Canyon,SBC47,,NAD83,12S,517775,3575730,GIIN,POOC,,3,SBC47
Sabino Canyon,SBC48,,NAD83,12S,517790,3575641,GIIN,POOC,,3,SBC48
Sabino Canyon,SBC49,,NAD83,12S,517849,3575561,GIIN,POOC,,3,SBC49
Sabino Canyon,SBC50,,NAD83,12S,517870,3575469,GIIN,POOC,,3,SBC50
Sabino Canyon,SBC51,,NAD83,12S,517818,3575384,GIIN,POOC,,3,SBC51
Sabino Canyon,SBC52,,NAD83,12S,517747,3575317,GIIN,POOC,,3,SBC52
Sabino Canyon,SBC53-F,,NAD83,12S,517740,3575219,GIIN,POOC,,3,SBC53-F
Sabino Canyon,SBC54,,NAD83,12S,517775,3575127,GIIN,POOC,,3,SBC54
Sabino Canyon,SBC55,,NAD83,12S,517817,3575037,GIIN,POOC,,3,SBC55
Morgan City Wash,MCW01,,NAD83,12S,381102,3745367,POOC,,,3,MCW01
Morgan City Wash,MCW02,,NAD83,12S,381192,3745324,POOC,,,3,MCW02
Morgan City Wash,MCW03,,NAD83,12S,381273,3745268,POOC,,,3,MCW03
Morgan City Wash,MCW04,,NAD83,12S,381323,3745184,POOC,,,3,MCW04
Morgan City Wash,MCW05,,NAD83,12S,381339,3745085,POOC,,,3,MCW05
Morgan City Wash,MCW06,,NAD83,12S,381414,3745040,POOC,,,3,MCW06
Morgan City Wash,MCW07,,NAD83,12S,381502,3744994,POOC,,,3,MCW07
Morgan City Wash,MCW08-F,,NAD83,12S,381556,3744920,POOC,,,3,MCW08-F
Morgan City Wash,MCW09,,NAD83,12S,381540,3744837,POOC,,,3,MCW09
Morgan City Wash,MCW10,,NAD83,12S,381605,3744767,POOC,,,3,MCW10
Morgan City Wash,MCW11,,NAD83,12S,381700,3744737,POOC,,,3,MCW11
Morgan City Wash,MCW12,,NAD83,12S,381778,3744676,POOC,,,3,MCW12
Morgan City Wash,MCW13,,NAD83,12S,381836,3744596,POOC,,,3,MCW13
Morgan City Wash,MCW14,,NAD83,12S,381840,3744497,POOC,,,3,MCW14
Morgan City Wash,MCW15,,NAD83,12S,381852,3744398,POOC,,,3,MCW15
Boneyard Creek,BYC01,,NAD83,12S,657218,3748610,TICO,,,3,BYC01
Boneyard Creek,BYC02,,NAD83,12S,657123,3748591,TICO,,,3,BYC02
Boneyard Creek,BYC03,,NAD83,12S,657039,3748554,TICO,,,3,BYC03
Boneyard Creek,BYC04,,NAD83,12S,656962,3748494,TICO,,,3,BYC04
Boneyard Creek,BYC05,,NAD83,12S,656904,3748413,TICO,,,3,BYC05
Boneyard Creek,BYC06,,NAD83,12S,656882,3748318,TICO,,,3,BYC06
Boneyard Creek,BYC07,,NAD83,12S,656914,3748224,TICO,,,3,BYC07
Boneyard Creek,BYC08,,NAD83,12S,656940,3748130,TICO,,,3,BYC08
Boneyard Creek,BYC09,,NAD83,12S,656930,3748033,TICO,,,3,BYC09
Boneyard Creek,BYC10,,NAD83,12S,656863,3747960,TICO,,,3,BYC10
Boneyard Creek,BYC11,,NAD83,12S,656766,3747950,TICO,,,3,BYC11
Boneyard Creek,BYC12,,NAD83,12S,656685,3747998,TICO,,,3,BYC12
Boneyard Creek,BYC13,,NAD83,12S,656590,3748020,TICO,,,3,BYC13
Boneyard Creek,BYC14,,NAD83,12S,656493,3748001,TICO,,,3,BYC14
Boneyard Creek,BYC15,,NAD83,12S,656457,3747912,TICO,,,3,BYC15
Boneyard Creek,BYC16,,NAD83,12S,656423,3747825,TICO,,,3,BYC16
Boneyard Creek,BYC17,,NAD83,12S,656328,3747822,TICO,,,3,BYC17
Boneyard Creek,BYC18,,NAD83,12S,656259,3747753,TICO,,,3,BYC18
Boneyard Creek,BYC19,,NAD83,12S,656260,3747655,TICO,,,3,BYC19
Boneyard Creek,BYC20,,NAD83,12S,656182,3747605,TICO,,,3,BYC20
Boneyard Creek,BYC21-F,,NAD83,12S,656097,3747555,TICO,,,3,BYC21-F
Boneyard Creek,BYC22,,NAD83,12S,656013,3747502,TICO,,,3,BYC22
Boneyard Creek,BYC23,,NAD83,12S,655937,3747441,TICO,,,3,BYC23
North Fork East Fork Black River,NFBR01,,NAD83,12S,654865,3750810,TICO,,,3,NFBR01
North Fork East Fork Black River,NFBR02,,NAD83,12S,654789,3750756,TICO,,,3,NFBR02
North Fork East Fork Black River,NFBR03,,NAD83,12S,654690,3750769,TICO,,,3,NFBR03
North Fork East Fork Black River,NFBR04,,NAD83,12S,654590,3750781,TICO,,,3,NFBR04
North Fork East Fork Black River,NFBR05,,NAD83,12S,654514,3750839,TICO,,,3,NFBR05
North Fork East Fork Black River,NFBR06,,NAD83,12S,654422,3750878,TICO,,,3,NFBR06
North Fork East Fork Black River,NFBR07,,NAD83,12S,654352,3750809,TICO,,,3,NFBR07
North Fork East Fork Black River,NFBR08,,NAD83,12S,654268,3750755,TICO,,,3,NFBR08
North Fork East Fork Black River,NFBR09,,NAD83,12S,654173,3750721,TICO,,,3,NFBR09
North Fork East Fork Black River,NFBR10,,NAD83,12S,654075,3750720,TICO,,,3,NFBR10
North Fork East Fork Black River,NFBR11,,NAD83,12S,653979,3750750,TICO,,,3,NFBR11
North Fork East Fork Black River,NFBR12,,NAD83,12S,653879,3750757,TICO,,,3,NFBR12
North Fork East Fork Black River,NFBR13,,NAD83,12S,653799,3750700,TICO,,,3,NFBR13
North Fork East Fork Black River,NFBR14,,NAD83,12S,653765,3750609,TICO,,,3,NFBR14
North Fork East Fork Black River,NFBR15,,NAD83,12S,653750,3750511,TICO,,,3,NFBR15
North Fork East Fork Black River,NFBR16,,NAD83,12S,653704,3750423,TICO,,,3,NFBR16
North Fork East Fork Black River,NFBR17,,NAD83,12S,653629,3750355,TICO,,,3,NFBR17
North Fork East Fork Black River,NFBR18,,NAD83,12S,653577,3750273,TICO,,,3,NFBR18
North Fork East Fork Black River,NFBR19,,NAD83,12S,653587,3750176,TICO,,,3,NFBR19
North Fork East Fork Black River,NFBR20,,NAD83,12S,653573,3750079,TICO,,,3,NFBR20
North Fork East Fork Black River,NFBR21,,NAD83,12S,653501,3750009,TICO,,,3,NFBR21
North Fork East Fork Black River,NFBR22,,NAD83,12S,653444,3749927,TICO,,,3,NFBR22
North Fork East Fork Black River,NFBR23,,NAD83,12S,653414,3749832,TICO,,,3,NFBR23
North Fork East Fork Black River,NFBR24,,NAD83,12S,653444,3749740,TICO,,,3,NFBR24
North Fork East Fork Black River,NFBR25,,NAD83,12S,653522,3749677,TICO,,,3,NFBR25
North Fork East Fork Black River,NFBR26,,NAD83,12S,653584,3749598,TICO,,,3,NFBR26
North Fork East Fork Black River,NFBR27,,NAD83,12S,653648,3749520,TICO,,,3,NFBR27
North Fork East Fork Black River,NFBR28,,NAD83,12S,653721,3749451,TICO,,,3,NFBR28
North Fork East Fork Black River,NFBR29,,NAD83,12S,653797,3749385,TICO,,,3,NFBR29
North Fork East Fork Black River,NFBR30,,NAD83,12S,653878,3749329,TICO,,,3,NFBR30
North Fork East Fork Black River,NFBR31,,NAD83,12S,653977,3749322,TICO,,,3,NFBR31
North Fork East Fork Black River,NFBR32,,NAD83,12S,654075,3749311,TICO,,,3,NFBR32
North Fork East Fork Black River,NFBR33,,NAD83,12S,654148,3749254,TICO,,,3,NFBR33
North Fork East Fork Black River,NFBR34,,NAD83,12S,654169,3749156,TICO,,,3,NFBR34
North Fork East Fork Black River,NFBR35,,NAD83,12S,654201,3749074,TICO,,,3,NFBR35
North Fork East Fork Black River,NFBR36,,NAD83,12S,654297,3749044,TICO,,,3,NFBR36
North Fork East Fork Black River,NFBR37,,NAD83,12S,654393,3749013,TICO,,,3,NFBR37
North Fork East Fork Black River,NFBR38,,NAD83,12S,654466,3748945,TICO,,,3,NFBR38
North Fork East Fork Black River,NFBR39,,NAD83,12S,654532,3748871,TICO,,,3,NFBR39
North Fork East Fork Black River,NFBR40,,NAD83,12S,654617,3748908,TICO,,,3,NFBR40
North Fork East Fork Black River,NFBR41,,NAD83,12S,654697,3748889,TICO,,,3,NFBR41
North Fork East Fork Black River,NFBR42,,NAD83,12S,654752,3748805,TICO,,,3,NFBR42
North Fork East Fork Black River,NFBR43,,NAD83,12S,654817,3748729,TICO,,,3,NFBR43
North Fork East Fork Black River,NFBR44,,NAD83,12S,654904,3748681,TICO,,,3,NFBR44
North Fork East Fork Black River,NFBR45,,NAD83,12S,654915,3748590,TICO,,,3,NFBR45
North Fork East Fork Black River,NFBR46,,NAD83,12S,654851,3748513,TICO,,,3,NFBR46
North Fork East Fork Black River,NFBR47,,NAD83,12S,654840,3748429,TICO,,,3,NFBR47
North Fork East Fork Black River,NFBR48,,NAD83,12S,654939,3748429,TICO,,,3,NFBR48
North Fork East Fork Black River,NFBR49,,NAD83,12S,655036,3748459,TICO,,,3,NFBR49
North Fork East Fork Black River,NFBR50,,NAD83,12S,655134,3748473,TICO,,,3,NFBR50
North Fork East Fork Black River,NFBR51,,NAD83,12S,655235,3748470,TICO,,,3,NFBR51
North Fork East Fork Black River,NFBR52,,NAD83,12S,655326,3748427,TICO,,,3,NFBR52
North Fork East Fork Black River,NFBR53,,NAD83,12S,655374,3748342,TICO,,,3,NFBR53
